,districtName,districtCity,lat,lon,name,gradeLevels,rating,percentLowIncome,enrollment,parentRating,numReviews,Asian,African American,Hispanic,White,Two or more races,American Indian/Alaska Native,studentsPerTeacher,Pacific Islander
1155,Hampton City Public Schools,Hampton,37.054832,-76.373291,Paul Burbank Elementary School,PK-5,4.0,59%,400,2,30,2.0,63.0,7.0,21.0,8.0,,12.0,
1156,Hanover County Public Schools,Ashland,37.715172,-77.507835,Elmont Elementary School,PK-5,4.0,41%,411,5,20,1.0,13.0,17.0,64.0,5.0,1.0,12.0,
1157,Hanover County Public Schools,Ashland,37.770409,-77.474457,John M. Gandy Elementary School,3-5,4.0,48%,337,4,18,1.0,20.0,18.0,55.0,6.0,,9.0,
1158,Hanover County Public Schools,Ashland,37.78548,-77.534225,Patrick Henry High School,9-12,4.0,22%,1408,3,52,1.0,12.0,7.0,77.0,3.0,,13.0,
1159,Hanover County Public Schools,Ashland,37.761318,-77.660042,South Anna Elementary School,PK-5,4.0,23%,586,5,9,,7.0,3.0,85.0,5.0,,14.0,
1160,Harrisonburg City Public Schools,Harrisonburg,38.45211,-78.891159,Thomas Harrison Middle School,5-8,4.0,64%,686,4,2,2.0,9.0,41.0,42.0,5.0,,10.0,
1161,Henrico County Public Schools,Richmond,37.641567,-77.481659,Brookland Middle School,6-8,4.0,69%,1138,2,54,5.0,45.0,25.0,19.0,6.0,,16.0,
1162,Henrico County Public Schools,Richmond,37.546303,-77.359474,Fairfield Middle School,6-8,4.0,65%,1060,4,19,1.0,88.0,3.0,5.0,3.0,,15.0,
1163,Henrico County Public Schools,Richmond,37.6092,-77.582741,Byrd Middle School,6-8,4.0,46%,1065,3,40,10.0,21.0,17.0,47.0,5.0,,16.0,
1164,Henrico County Public Schools,Richmond,37.629478,-77.548401,Tucker High School,9-12,4.0,42%,1757,5,33,15.0,26.0,19.0,34.0,5.0,,16.0,
1165,Henrico County Public Schools,Richmond,37.613373,-77.478882,Lakeside Elementary School,PK-5,4.0,70%,508,3,13,5.0,33.0,19.0,37.0,5.0,,14.0,
1166,Henrico County Public Schools,Richmond,37.519463,-77.376366,Montrose Elementary School,PK-5,4.0,79%,393,3,6,1.0,80.0,6.0,9.0,4.0,,14.0,
1167,Henrico County Public Schools,Richmond,37.602566,-77.590637,Pinchbeck Elementary School,PK-5,4.0,40%,557,4,50,5.0,14.0,18.0,55.0,8.0,,16.0,
1168,Henrico County Public Schools,Richmond,37.606258,-77.559402,Ridge Elementary School,PK-5,4.0,78%,558,5,30,14.0,24.0,27.0,32.0,3.0,,15.0,
1169,Henrico County Public Schools,Richmond,37.606915,-77.628159,Ruby F. Carver Elementary School,PK-5,4.0,44%,489,4,48,3.0,22.0,19.0,48.0,8.0,,17.0,
1170,Henrico County Public Schools,Richmond,37.515011,-77.304764,Seven Pines Elementary School,PK-5,4.0,52%,410,4,17,2.0,30.0,4.0,58.0,6.0,,17.0,
1171,Henrico County Public Schools,Richmond,37.618916,-77.537079,Skipwith Elementary School,PK-5,4.0,58%,599,3,30,25.0,21.0,18.0,29.0,7.0,1.0,15.0,
1172,Henry County Public Schools,Martinsville,36.709225,-79.922241,Fieldale-Collinsville Middle School,6-8,4.0,85%,854,3,4,,15.0,16.0,60.0,8.0,,16.0,
1173,Henry County Public Schools,Martinsville,36.606953,-79.861031,Drewry Mason Elementary School,PK-5,4.0,84%,460,2,2,1.0,15.0,13.0,62.0,9.0,,15.0,
1174,Henry County Public Schools,Martinsville,36.716019,-80.052208,Sanville Elementary School,PK-5,4.0,85%,251,4,3,,7.0,6.0,79.0,8.0,,13.0,
1175,Henry County Public Schools,Martinsville,36.59322,-79.890213,Magna Vista High School,9-12,4.0,85%,1071,4,16,,26.0,11.0,57.0,6.0,,14.0,
1176,Hopewell City Public Schools,Hopewell,37.295719,-77.303566,Dupont Elementary School,K-5,4.0,93%,655,4,15,,46.0,14.0,29.0,10.0,,13.0,
1177,Hopewell City Public Schools,Hopewell,37.290108,-77.318619,Patrick Copeland Elementary School,K-5,4.0,93%,658,3,13,1.0,54.0,9.0,28.0,8.0,,13.0,
1178,King Geo County Public Schools,King George,38.258892,-77.164314,King George Elementary School,PK-6,4.0,39%,983,4,32,1.0,19.0,4.0,66.0,9.0,1.0,16.0,
1179,King William County Public Schools,King William,37.694855,-77.035484,Hamilton Holmes Middle School,6-8,4.0,33%,516,3,17,,16.0,3.0,76.0,4.0,1.0,14.0,
1180,King William County Public Schools,King William,37.742138,-77.130272,King William High School,9-12,4.0,30%,706,4,10,1.0,18.0,3.0,73.0,3.0,3.0,12.0,
1181,King William County Public Schools,King William,37.695038,-77.034233,Acquinton Elementary School,3-5,4.0,35%,505,4,12,1.0,18.0,2.0,75.0,3.0,1.0,15.0,
1182,Lee County Public Schools,Jonesville,36.731045,-83.088806,Lee High School,9-12,4.0,92%,666,3,8,1.0,,1.0,98.0,,,12.0,
1183,Loudoun County Public Schools,Broadlands,39.108482,-77.57489,Catoctin Elementary School,PK-5,4.0,21%,674,5,24,2.0,7.0,20.0,65.0,6.0,,15.0,
1184,Loudoun County Public Schools,Broadlands,39.132286,-77.662773,Hamilton Elementary School,PK-5,4.0,8%,167,5,15,2.0,,8.0,82.0,8.0,,12.0,
1185,Loudoun County Public Schools,Broadlands,39.090343,-77.569641,J. Lupton Simpson Middle School,6-8,4.0,20%,1060,5,17,6.0,5.0,21.0,61.0,6.0,1.0,13.0,
1186,Loudoun County Public Schools,Broadlands,39.015141,-77.384392,Rolling Ridge Elementary School,PK-5,4.0,71%,577,5,36,13.0,9.0,59.0,15.0,4.0,1.0,13.0,
1187,Loudoun County Public Schools,Broadlands,39.035973,-77.478783,Dominion Trail Elementary School,PK-5,4.0,25%,725,4,74,20.0,12.0,16.0,46.0,5.0,1.0,16.0,
1188,Louisa County Public Schools,Mineral,38.020599,-77.924988,Louisa County Middle School,6-8,4.0,45%,1118,3,18,1.0,17.0,5.0,69.0,7.0,,14.0,
1189,Lunenburg County Public Schools,Kenbridge,36.982307,-78.173355,Lunenburg Middle School,6-8,4.0,68%,382,5,4,,36.0,10.0,50.0,4.0,1.0,12.0,
1190,Lynchburg City Public Schools,Lynchburg,37.380753,-79.203789,Sandusky Elementary School,PK-5,4.0,88%,353,5,22,3.0,42.0,10.0,36.0,8.0,,16.0,
1191,Lynchburg City Public Schools,Lynchburg,37.3661,-79.189728,Sheffield Elementary School,PK-5,4.0,87%,510,5,6,1.0,45.0,13.0,30.0,11.0,,15.0,
1192,Lynchburg City Public Schools,Lynchburg,37.39183,-79.141052,William M. Bass Elementary School,PK-5,4.0,83%,238,2,3,,68.0,3.0,17.0,12.0,,14.0,
1193,Manassas City Public Schools,Manassas,38.742561,-77.462326,Grace E. Metz Middle School,7-8,4.0,52%,1098,2,45,4.0,12.0,64.0,16.0,4.0,,12.0,
1194,Madison County Public Schools,Madison,38.38501,-78.251907,Waverly Yowell Elementary School,3-5,4.0,48%,386,0,0,,10.0,4.0,80.0,6.0,,15.0,
1195,Madison County Public Schools,Madison,38.364052,-78.267281,William H. Wetsel Middle School,6-8,4.0,48%,416,5,4,,7.0,3.0,86.0,5.0,,12.0,
1196,Mathews County Public Schools,Mathews,37.435715,-76.328362,Lee-Jackson Elementary School,PK-4,4.0,42%,369,1,1,1.0,7.0,4.0,82.0,6.0,,11.0,
1197,Mecklenburg County Public Schools,Boydton,36.799194,-78.458702,Chase City Elementary School,PK-5,4.0,73%,425,0,0,,55.0,2.0,36.0,6.0,,12.0,
1198,Montgomery County Public Schools,Christiansburg,37.170464,-80.510971,Belview Elementary School,PK-5,4.0,56%,286,5,2,1.0,6.0,7.0,82.0,3.0,,10.0,
1199,Montgomery County Public Schools,Christiansburg,37.214363,-80.405991,Margaret Beeks Elementary School,PK-5,4.0,30%,444,5,10,5.0,7.0,7.0,74.0,6.0,,13.0,
1200,Montgomery County Public Schools,Christiansburg,37.21043,-80.486092,Prices Fork Elementary School,PK-5,4.0,51%,477,5,22,1.0,4.0,8.0,83.0,4.0,,11.0,
1201,Montgomery County Public Schools,Christiansburg,37.060936,-80.446266,Auburn Elementary School,PK-5,4.0,49%,565,4,14,,1.0,4.0,91.0,4.0,,12.0,
1202,Newport News City Public Schools,Newport News,37.122173,-76.488358,Kiln Creek Elementary School,PK-5,4.0,84%,683,4,29,5.0,48.0,16.0,20.0,11.0,,16.0,1.0
1203,Newport News City Public Schools,Newport News,37.107319,-76.489212,L.F. Palmer Elementary School,PK-5,4.0,84%,488,3,13,,44.0,34.0,14.0,8.0,,17.0,
1204,Newport News City Public Schools,Newport News,37.111443,-76.544174,T. Ryland Sanford Elementary School,PK-5,4.0,83%,576,5,26,5.0,43.0,11.0,27.0,13.0,1.0,17.0,
1205,Newport News City Public Schools,Newport News,37.107609,-76.521996,Willis A. Jenkins Elementary School,PK-5,4.0,83%,414,3,16,1.0,61.0,18.0,12.0,7.0,,15.0,1.0
1206,Norfolk City Public Schools,Norfolk,36.911125,-76.211533,Azalea Middle School,6-8,4.0,55%,919,2,32,3.0,47.0,13.0,28.0,7.0,2.0,13.0,
1207,Norfolk City Public Schools,Norfolk,36.868652,-76.296288,Blair Middle School,6-8,4.0,62%,1151,4,46,2.0,61.0,6.0,24.0,6.0,,14.0,1.0
1208,Norfolk City Public Schools,Norfolk,36.928421,-76.296707,Camp Allen Elementary School,PK-5,4.0,67%,458,3,37,5.0,56.0,13.0,16.0,9.0,,17.0,1.0
1209,Norfolk City Public Schools,Norfolk,36.887634,-76.266647,Willard Model Elementary School,PK-5,4.0,99%,521,3,15,1.0,62.0,11.0,19.0,6.0,1.0,15.0,
1210,Norfolk City Public Schools,Norfolk,36.853298,-76.237999,Ingleside Elementary School,PK-5,4.0,99%,551,4,21,,82.0,8.0,7.0,2.0,,14.0,
1211,Norfolk City Public Schools,Norfolk,36.897118,-76.239502,Norview Elementary School,PK-5,4.0,99%,430,5,20,1.0,72.0,12.0,6.0,8.0,,17.0,
1212,Northumberland County Public Schools,Lottsburg,37.911858,-76.439026,Northumberland High School,9-12,4.0,48%,431,5,3,,38.0,5.0,55.0,1.0,,13.0,
1213,Orange County Public Schools,Orange,38.13813,-78.193001,Gordon Barbour Elementary School,PK-5,4.0,60%,356,4,11,1.0,17.0,5.0,65.0,12.0,,13.0,1.0
1214,Orange County Public Schools,Orange,38.239594,-78.116669,Prospect Heights Middle School,6-8,4.0,48%,502,4,9,,16.0,6.0,69.0,9.0,,15.0,
1215,Page County Public Schools,Luray,38.485458,-78.621834,Shenandoah Elementary School,PK-5,4.0,58%,332,4,1,,,2.0,96.0,2.0,,14.0,
1216,Pittsylvania County Public Schools,Chatham,36.78754,-79.402458,Chatham High School,9-12,4.0,50%,636,3,5,1.0,20.0,5.0,72.0,2.0,,14.0,
1217,Pittsylvania County Public Schools,Chatham,36.945568,-79.178497,Mt. Airy Elementary School,PK-5,4.0,66%,188,5,2,,37.0,7.0,54.0,2.0,,11.0,
1218,Portsmouth City Public Schools,Portsmouth,36.880371,-76.380775,Churchland Middle School,7-8,4.0,63%,863,2,28,1.0,70.0,5.0,19.0,4.0,,16.0,1.0
1219,Portsmouth City Public Schools,Portsmouth,36.890892,-76.385086,Churchland Primary & Intermediate School,K-6,4.0,51%,543,3,11,,84.0,2.0,10.0,3.0,1.0,15.0,
1220,Portsmouth City Public Schools,Portsmouth,36.814655,-76.383308,Hodges Manor Elementary School,K-6,4.0,98%,593,5,2,2.0,67.0,6.0,20.0,4.0,,16.0,
1221,Portsmouth City Public Schools,Portsmouth,36.826836,-76.366264,Simonsdale Elementary School,K-6,4.0,51%,687,5,17,1.0,32.0,2.0,59.0,5.0,,16.0,
1222,Powhatan County Public Schools,Powhatan,37.558022,-77.947174,Powhatan Jr. High School,7-8,4.0,13%,672,4,2,,6.0,4.0,87.0,2.0,,12.0,
1223,Prince George County Public Schools,Prince George,37.231853,-77.208984,North Elementary School,PK-5,4.0,51%,753,4,25,,27.0,9.0,57.0,6.0,,14.0,1.0
1224,Prince William County Public Schools,Manassas,38.649166,-77.384476,C.D. Hylton High School,9-12,4.0,42%,2306,3,20,8.0,27.0,38.0,19.0,7.0,1.0,18.0,
1225,Prince William County Public Schools,Manassas,38.65871,-77.355232,Stuart M. Beville Middle School,6-8,4.0,61%,1121,3,13,10.0,25.0,45.0,14.0,4.0,,16.0,
1226,Prince William County Public Schools,Manassas,38.636574,-77.313988,Dale City Elementary School,PK-5,4.0,72%,478,4,25,6.0,16.0,65.0,8.0,4.0,,14.0,
1227,Prince William County Public Schools,Manassas,38.65205,-77.278992,Elizabeth Vaughan Elementary School,PK-5,4.0,79%,627,4,30,8.0,20.0,62.0,7.0,3.0,,16.0,
1228,Prince William County Public Schools,Manassas,38.651131,-77.361076,Enterprise Elementary School,PK-5,4.0,70%,439,3,36,10.0,17.0,54.0,13.0,6.0,,15.0,
1229,Prince William County Public Schools,Manassas,38.631081,-77.266716,Featherstone Elementary School,PK-5,4.0,85%,524,3,23,6.0,14.0,68.0,8.0,4.0,,13.0,
1230,Prince William County Public Schools,Manassas,38.652359,-77.262947,Fred M. Lynn Middle School,6-8,4.0,79%,1091,2,47,5.0,17.0,68.0,7.0,3.0,,15.0,
1231,Prince William County Public Schools,Manassas,38.554256,-77.320366,Graham Park Middle School,6-8,4.0,50%,1043,3,56,6.0,38.0,30.0,20.0,6.0,,17.0,
1232,Prince William County Public Schools,Manassas,38.645596,-77.281403,Marumsco Hills Elementary School,PK-5,4.0,80%,637,3,17,5.0,7.0,78.0,7.0,3.0,,13.0,
1233,Prince William County Public Schools,Manassas,38.634735,-77.340416,Mills E. Godwin Middle School,6-8,4.0,73%,1095,4,11,7.0,26.0,54.0,8.0,4.0,,17.0,
1234,Prince William County Public Schools,Manassas,38.747303,-77.436996,Signal Hill Elementary School,PK-5,4.0,27%,768,4,21,9.0,10.0,28.0,48.0,6.0,,15.0,
1235,Prince William County Public Schools,Manassas,38.770275,-77.457695,Parkside Middle School,6-8,4.0,49%,1331,3,59,6.0,10.0,50.0,29.0,4.0,,17.0,
1236,Prince William County Public Schools,Manassas,38.636024,-77.255531,Potomac View Elementary School,PK-5,4.0,86%,739,3,20,5.0,12.0,74.0,6.0,3.0,,13.0,
1237,Prince William County Public Schools,Manassas,38.781052,-77.496841,West Gate Elementary School,PK-5,4.0,87%,584,3,5,3.0,5.0,81.0,8.0,2.0,,13.0,
1238,Prince William County Public Schools,Manassas,38.681873,-77.302063,Woodbridge High School,9-12,4.0,40%,2606,4,50,7.0,23.0,34.0,29.0,7.0,,18.0,
1239,Prince William County Public Schools,Manassas,38.728088,-77.463371,Bennett Elementary School,PK-5,4.0,24%,674,4,17,8.0,12.0,23.0,49.0,6.0,,17.0,
1240,Pulaski County Public Schools,Pulaski,37.113453,-80.688774,Dublin Middle School,6-8,4.0,48%,513,5,2,1.0,5.0,2.0,87.0,4.0,,12.0,
1241,Pulaski County Public Schools,Pulaski,37.092243,-80.716179,Pulaski County Sr. High School,9-12,4.0,48%,1311,1,1,,6.0,3.0,85.0,5.0,1.0,12.0,
1242,Richmond City Public Schools,Richmond,37.573734,-77.435684,J.E.B. Stuart Elementary School,PK-5,4.0,99%,324,5,3,2.0,92.0,2.0,2.0,2.0,,15.0,
1243,Roanoke City Public Schools,Roanoke,37.260715,-79.921455,Morningside Elementary School,PK-5,4.0,98%,288,4,10,,23.0,6.0,60.0,10.0,,13.0,
1244,Roanoke City Public Schools,Roanoke,37.28413,-79.94751,Addison Aerospace Magnet Middle School,6-8,4.0,96%,609,4,3,,71.0,9.0,16.0,4.0,,16.0,
1245,Roanoke City Public Schools,Roanoke,37.309261,-79.946541,Breckinridge Middle School,6-8,4.0,97%,624,3,14,4.0,50.0,21.0,23.0,3.0,,15.0,
1246,Roanoke City Public Schools,Roanoke,37.274471,-79.915855,Fallon Park Elementary School,PK-5,4.0,99%,660,4,13,2.0,30.0,23.0,36.0,9.0,1.0,13.0,
1247,Roanoke City Public Schools,Roanoke,37.248447,-79.971779,Fishburn Park Elementary School,PK-5,4.0,61%,321,3,29,3.0,38.0,3.0,48.0,7.0,,12.0,
1248,Roanoke City Public Schools,Roanoke,37.227978,-79.929214,Garden City Elementary School,PK-5,4.0,98%,274,4,6,,28.0,5.0,64.0,3.0,,12.0,
1249,Roanoke City Public Schools,Roanoke,37.249081,-79.974052,James Madison Middle School,6-8,4.0,55%,585,3,4,2.0,39.0,3.0,52.0,3.0,,16.0,
1250,Roanoke City Public Schools,Roanoke,37.318539,-79.934616,Monterey Elementary School,PK-5,4.0,99%,495,5,17,8.0,23.0,19.0,41.0,8.0,,14.0,
1251,Roanoke City Public Schools,Roanoke,37.293205,-79.966431,Roanoke Academy For Math & Science Elementary,PK-5,4.0,99%,450,3,13,1.0,79.0,6.0,11.0,2.0,,11.0,
1252,Roanoke City Public Schools,Roanoke,37.263035,-79.950485,Highland Park Elementary School,PK-5,4.0,99%,355,0,0,1.0,42.0,4.0,46.0,6.0,,14.0,
1253,Roanoke County Public Schools,Roanoke,37.283401,-79.883102,Herman L. Horn Elementary School,PK-5,4.0,51%,414,4,9,2.0,8.0,6.0,77.0,8.0,,17.0,
1254,Roanoke County Public Schools,Roanoke,37.237099,-79.9067,Mount Pleasant Elementary School,PK-5,4.0,42%,303,5,9,,3.0,5.0,88.0,3.0,,13.0,
1255,Rockbridge County Public Schools,Lexington,37.801792,-79.42247,Rockbridge County High School,9-12,4.0,33%,967,4,15,1.0,4.0,4.0,88.0,3.0,,11.0,
1256,Rockingham County Public Schools,Harrisonburg,38.410755,-78.622406,Elkton Elementary School,PK-5,4.0,46%,390,4,1,,1.0,4.0,89.0,5.0,,14.0,
1257,Rockingham County Public Schools,Harrisonburg,38.402275,-78.90416,Pleasant Valley Elementary School,PK-5,4.0,63%,206,5,2,1.0,4.0,27.0,65.0,2.0,,11.0,
1258,Rockingham County Public Schools,Harrisonburg,38.418835,-78.94323,Wilbur S. Pence Middle School,6-8,4.0,43%,724,2,1,1.0,2.0,16.0,77.0,3.0,1.0,14.0,
1259,Shenandoah County Public Schools,Woodstock,38.976257,-78.365685,Signal Knob Middle School,6-8,4.0,35%,444,3,3,,5.0,7.0,86.0,3.0,,12.0,
1260,Shenandoah County Public Schools,Woodstock,38.70406,-78.666306,Ashby Lee Elementary School,PK-5,4.0,62%,794,3,6,,1.0,19.0,78.0,2.0,,11.0,
1261,Smyth County Public Schools,Marion,36.814201,-81.590599,Marion Intermediate School,PK-5,4.0,89%,430,2,3,,1.0,2.0,96.0,1.0,,12.0,
1262,Smyth County Public Schools,Marion,36.838634,-81.504646,Marion Senior High School,9-12,4.0,48%,656,3,5,1.0,3.0,2.0,94.0,,,14.0,
1263,Smyth County Public Schools,Marion,36.77317,-81.416298,Sugar Grove Combined,PK-5,4.0,89%,118,5,3,,1.0,2.0,97.0,,,11.0,
1264,Southampton County Public Schools,Courtland,36.70182,-77.1063,Southampton High School,9-12,4.0,43%,837,2,11,,40.0,2.0,55.0,2.0,1.0,15.0,
1265,Spotsylvania County Public Schools,Fredericksburg,38.158321,-77.660797,Post Oak Middle School,6-8,4.0,49%,727,2,14,1.0,9.0,6.0,77.0,6.0,,16.0,
1266,Spotsylvania County Public Schools,Fredericksburg,38.227097,-77.459976,Lee Hill Elementary School,PK-5,4.0,47%,666,4,27,2.0,23.0,20.0,47.0,7.0,,18.0,
1267,Spotsylvania County Public Schools,Fredericksburg,38.20285,-77.590965,Robert E. Lee Elementary School,PK-5,4.0,42%,538,5,54,1.0,13.0,7.0,70.0,9.0,,18.0,
1268,Spotsylvania County Public Schools,Fredericksburg,38.232018,-77.551758,Courtland High School,9-12,4.0,30%,1174,4,9,2.0,18.0,15.0,59.0,6.0,,15.0,
1269,Spotsylvania County Public Schools,Fredericksburg,38.197514,-77.585854,Spotsylvania Middle School,6-8,4.0,32%,907,3,14,4.0,20.0,14.0,56.0,6.0,,16.0,
1270,Spotsylvania County Public Schools,Fredericksburg,38.276432,-77.551842,Chancellor Middle School,6-8,4.0,49%,859,4,55,3.0,19.0,24.0,49.0,5.0,,17.0,
1271,Stafford County Public Schools,Stafford,38.457577,-77.419739,Hampton Oaks Elementary School,PK-5,4.0,55%,830,3,39,3.0,17.0,50.0,25.0,5.0,,15.0,
1272,Stafford County Public Schools,Stafford,38.47485,-77.415642,Anne E. Moncure Elementary School,PK-5,4.0,27%,805,5,43,3.0,18.0,20.0,48.0,11.0,,15.0,
1273,Stafford County Public Schools,Stafford,38.346111,-77.459618,Edward E. Drew Jr. Middle School,6-8,4.0,40%,531,3,12,3.0,21.0,17.0,49.0,9.0,1.0,13.0,
1274,Stafford County Public Schools,Stafford,38.4221,-77.403938,Stafford Elementary School,PK-5,4.0,22%,719,5,23,4.0,14.0,18.0,51.0,13.0,,17.0,
1275,Stafford County Public Schools,Stafford,38.408859,-77.397903,Stafford Middle School,6-8,4.0,41%,869,3,95,5.0,28.0,24.0,36.0,8.0,,15.0,
1276,Stafford County Public Schools,Stafford,38.361855,-77.464127,Stafford Sr. High School,9-12,4.0,28%,1960,3,41,3.0,17.0,11.0,61.0,8.0,,15.0,
1277,Stafford County Public Schools,Stafford,38.474041,-77.480774,Garrisonville Elementary School,PK-5,4.0,25%,626,4,179,3.0,8.0,28.0,54.0,7.0,,14.0,
1278,Stafford County Public Schools,Stafford,38.482323,-77.370216,Widewater Elementary School,PK-5,4.0,47%,779,4,25,5.0,25.0,27.0,35.0,8.0,,17.0,
1279,Stafford County Public Schools,Stafford,38.465054,-77.44931,Park Ridge Elementary School,PK-5,4.0,29%,720,4,50,3.0,23.0,23.0,40.0,10.0,,16.0,
1280,Staunton City Public Schools,Staunton,38.138775,-79.071228,Bessie Weller Elementary School,K-5,4.0,66%,380,4,11,2.0,20.0,8.0,54.0,17.0,,13.0,
1281,Surry County Public Schools,Surry,37.080116,-76.903984,Surry County High School,9-12,4.0,55%,249,3,1,,64.0,2.0,31.0,3.0,,8.0,
1282,VA Beach City Public Schools,Virginia Beach,36.895283,-76.179642,Bayside Elementary School,PK-5,4.0,58%,513,4,12,3.0,32.0,24.0,30.0,11.0,,12.0,
1283,VA Beach City Public Schools,Virginia Beach,36.853668,-76.086601,King's Grant Elementary School,PK-5,4.0,43%,577,4,24,3.0,18.0,9.0,61.0,9.0,,16.0,
1284,VA Beach City Public Schools,Virginia Beach,36.861698,-76.159897,Newtown Elementary School,2-3,4.0,78%,514,3,30,3.0,72.0,9.0,6.0,9.0,,12.0,
1285,VA Beach City Public Schools,Virginia Beach,36.809383,-75.992584,Birdneck Elementary School,PK-5,4.0,68%,632,3,31,1.0,29.0,22.0,35.0,11.0,,13.0,1.0
1286,Warren County Public Schools,Front Royal,38.919739,-78.175179,Leslie Fox Keyser Elementary School,PK-5,4.0,42%,558,4,10,,6.0,6.0,84.0,4.0,,15.0,
1287,Warren County Public Schools,Front Royal,38.907623,-78.190125,Ressie Jeffries Elementary School,PK-5,4.0,52%,557,4,7,1.0,6.0,6.0,77.0,10.0,1.0,15.0,
1288,Waynesboro City Public Schools,Waynesboro,38.084042,-78.880104,William Perry Elementary School,K-5,4.0,71%,507,3,31,2.0,21.0,15.0,48.0,15.0,,16.0,
1289,Waynesboro City Public Schools,Waynesboro,38.069439,-78.910172,Westwood Hills Elementary School,K-5,4.0,44%,467,5,3,3.0,10.0,9.0,67.0,10.0,,15.0,
1290,Westmoreland County Public Schools,Montross,38.066257,-76.775719,Montross Middle School,6-8,4.0,76%,350,3,19,,36.0,17.0,39.0,7.0,,13.0,
1291,Westmoreland County Public Schools,Montross,38.182472,-77.007706,Washington District Elementary School,PK-5,4.0,63%,423,2,8,,22.0,14.0,58.0,6.0,1.0,13.0,
1292,Williamsburg-James City Public Schools,Williamsburg,37.316002,-76.764,Lafayette High School,9-12,4.0,35%,1180,4,41,3.0,21.0,15.0,54.0,6.0,,19.0,
1293,Williamsburg-James City Public Schools,Williamsburg,37.274044,-76.704124,Matthew Whaley Elementary School,K-5,4.0,43%,482,5,18,3.0,15.0,20.0,53.0,8.0,1.0,16.0,1.0
1294,Augusta County Public Schools,Verona,38.030151,-79.03476,Guy K Stump Elementary School,PK-5,4.0,46%,402,5,5,1.0,1.0,4.0,88.0,5.0,,14.0,
1295,Fairfax County Public Schools,Falls Church,38.828632,-77.475662,Bull Run Elementary School,PK-6,4.0,34%,823,4,47,30.0,11.0,22.0,33.0,4.0,,15.0,
1296,Alexandria City Public Schools,Alexandria,38.805485,-77.126495,Samuel W. Tucker Elementary School,PK-5,4.0,60%,815,4,72,9.0,36.0,26.0,26.0,3.0,,13.0,
1297,Bedford County Public Schools,Bedford,37.262863,-79.780762,Goodview Elementary School,PK-5,4.0,47%,485,5,4,1.0,2.0,5.0,86.0,5.0,,13.0,
1298,Campbell County Public Schools,Rustburg,37.270588,-79.107742,Rustburg Elementary School,PK-5,4.0,66%,454,2,3,1.0,12.0,3.0,78.0,6.0,,13.0,
1299,Fairfax County Public Schools,Falls Church,38.864246,-77.327034,Providence Elementary School,PK-6,4.0,43%,923,5,77,13.0,7.0,39.0,35.0,5.0,1.0,12.0,
1300,Fauquier County Public Schools,Warrenton,38.700321,-77.79435,James G. Brumfield Elementary School,PK-5,4.0,36%,514,4,36,2.0,18.0,16.0,57.0,7.0,1.0,19.0,
